type,city,fare,ride_id,driver_count
Urban,West Samuelburgh,19.65,6623791282079,73
Urban,West Samuelburgh,15.03,4021528530189,73
Urban,West Samuelburgh,17.77,7608984799120,73
Urban,West Samuelburgh,14.11,6038399993379,73
Urban,West Samuelburgh,10.58,2071898775101,73
Urban,West Samuelburgh,43.05,9810772317135,73
Urban,West Samuelburgh,26.44,4338654863099,73
Urban,West Samuelburgh,6.76,8530071327895,73
Urban,West Samuelburgh,32.73,5615978341618,73
Urban,West Samuelburgh,25.07,150842311533,73
Urban,West Samuelburgh,14.93,501860788836,73
Urban,West Samuelburgh,31.94,6733377008433,73
Urban,West Samuelburgh,16.96,3936672434669,73
Urban,West Samuelburgh,34.22,1129565554274,73
Urban,West Samuelburgh,11.01,73344113439,73
Urban,West Samuelburgh,17.35,3943007288125,73
Urban,West Samuelburgh,9.67,8851666927116,73
Urban,West Samuelburgh,14.52,2480520808757,73
Urban,West Samuelburgh,28.18,9684553330848,73
Urban,West Samuelburgh,7.13,2717847680996,73
Urban,Grahamburgh,40.69,307021255892,61
Urban,Grahamburgh,23.87,1468249595739,61
Urban,Grahamburgh,30.25,4047930050046,61
Urban,Grahamburgh,22.97,4898014437105,61
Urban,Grahamburgh,13.55,5462604726666,61
Urban,Grahamburgh,4.33,803728527251,61
Urban,Grahamburgh,22.65,816396119895,61
Urban,Grahamburgh,14.51,6157111914475,61
Urban,Grahamburgh,23.35,8084539320626,61
Urban,Grahamburgh,32.17,2400244207933,61
Urban,Grahamburgh,40.06,5161825299392,61
Urban,Grahamburgh,34.93,5941003515564,61
Urban,Grahamburgh,4.63,7324442340207,61
Urban,Grahamburgh,13.59,3200697602557,61
Urban,Grahamburgh,44.91,258537071837,61
Urban,Grahamburgh,5.09,8563291978035,61
Urban,Grahamburgh,30.66,4739685866279,61
Urban,Grahamburgh,10.63,3654329505875,61
Urban,Grahamburgh,33.14,4377426125867,61
Urban,Grahamburgh,41.98,3687572775641,61
Urban,Grahamburgh,22.53,6583081396582,61
Urban,Grahamburgh,34.53,1668089072869,61
Urban,Grahamburgh,30.23,5124138921138,61
Urban,Grahamburgh,37.67,1448865682495,61
Urban,Grahamburgh,17.61,7877228075348,61
Urban,West Patrickchester,40.86,898889456779,25
Urban,West Patrickchester,23.66,3066093529306,25
Urban,West Patrickchester,24.82,5934939559689,25
Urban,West Patrickchester,16.1,9112333244288,25
Urban,West Patrickchester,32.37,3684669591726,25
Urban,West Patrickchester,33.33,1834060234971,25
Urban,West Patrickchester,44.5,8638322986256,25
Urban,West Patrickchester,22.64,4553727088647,25
Urban,West Patrickchester,19.44,2088367820569,25
Urban,West Patrickchester,17.38,3066494740812,25
Urban,West Patrickchester,44.85,9421076208137,25
Urban,West Patrickchester,33.9,3859130440081,25
Urban,West Patrickchester,31.33,2574123507602,25
Urban,West Patrickchester,25.28,8920708170312,25
Urban,West Patrickchester,12.15,9177372989576,25
Urban,West Patrickchester,29.12,8009822638677,25
Urban,North Madeline,29.69,240702560536,19
Urban,North Madeline,13.58,4932836345153,19
Urban,North Madeline,32.99,1819348275778,19
Urban,North Madeline,21.38,9544488245764,19
Urban,North Madeline,7.77,9273340476908,19
Urban,North Madeline,37.48,2508127842117,19
Urban,North Madeline,17.57,2596456211339,19
Urban,North Madeline,20.82,8114793919394,19
Urban,North Madeline,31.88,8713001121613,19
Urban,North Madeline,5.59,3676436575718,19
Urban,North Madeline,11.94,7526664843423,19
Urban,North Madeline,11.92,737334504750,19
Urban,North Madeline,21.24,654159976343,19
Urban,North Madeline,42.24,583417289652,19
Urban,North Madeline,26.34,1883857992679,19
Urban,North Madeline,6.19,546550288142,19
Urban,North Madeline,37.6,3895257821808,19
Urban,North Madeline,25.79,9441483043169,19
Urban,North Madeline,37.75,1453604070822,19
Urban,North Madeline,25.38,6907041134302,19
Urban,North Madeline,16.44,212158091636,19
Urban,North Madeline,9.84,9479830048819,19
Urban,North Madeline,20.8,1575104438305,19
Urban,North Madeline,36.87,9531911098356,19
Urban,North Madeline,16.5,8651911600616,19
Urban,South Jack,34.58,3908451377344,46
Urban,South Jack,38.04,2197989679742,46
Urban,South Jack,4.2,4817670763151,46
Urban,South Jack,28.37,3372008354124,46
Urban,South Jack,21.75,6971155853312,46
Urban,South Jack,13.14,6809752015805,46
Urban,South Jack,40.65,5440570608100,46
Urban,South Jack,5.58,1793901526227,46
Urban,South Jack,18.66,3511595408654,46
Urban,South Jack,4.95,9005601861976,46
Urban,South Jack,26.72,5062167553046,46
Urban,South Jack,17.17,8790956008800,46
Urban,South Jack,32.64,880719000627,46
Urban,South Jack,29.88,2153390332898,46
Urban,South Jack,43.12,6046698489448,46
Urban,South Jack,21.13,6055921836157,46
Urban,South Jack,18.08,3666658839798,46
Urban,South Jack,29.97,6134963889083,46
Urban,South Jack,7.71,6332020411813,46
Urban,Liumouth,36.78,1464517778842,69
Urban,Liumouth,14.55,4379351603939,69
Urban,Liumouth,43.34,7857233769715,69
Urban,Liumouth,24.81,5470070391967,69
Urban,Liumouth,4.66,3164443361610,69
Urban,Liumouth,31.63,6166289534408,69
Urban,Liumouth,33.1,3678560093519,69
Urban,Liumouth,19.05,9118269983987,69
Urban,Liumouth,5.42,8026921363989,69
Urban,Liumouth,6.39,8116526250811,69
Urban,Liumouth,23.53,2430165353440,69
Urban,Liumouth,33.29,3424319492696,69
Urban,Liumouth,43.31,1510929985528,69
Urban,Liumouth,27.02,3773616513642,69
Urban,Liumouth,15.55,6828487158380,69
Urban,Liumouth,37.91,5673666505216,69
Urban,Liumouth,9.1,8147675539090,69
Urban,Liumouth,38.95,14588103145,69
Urban,Liumouth,34.2,2541738362957,69
Urban,Liumouth,44.27,981646095196,69
Urban,Liumouth,6.02,3852178705457,69
Urban,Liumouth,39.96,6162501769368,69
Urban,Liumouth,25.28,7891750319251,69
Urban,Liumouth,23.99,819442443593,69
Urban,Liumouth,20.68,984551570260,69
Urban,Liumouth,26.6,4278966939061,69
Urban,Liumouth,34.77,8500621051587,69
Urban,Liumouth,32.1,2696753605913,69
Urban,Liumouth,37.4,602124109449,69
Urban,Liumouth,22.9,2852059249491,69
Urban,Liumouth,10.53,8954520159231,69
Urban,Liumouth,25.56,9544292256253,69
Urban,Liumouth,30.3,2081810970989,69
Urban,West Ericstad,7.31,4292477885655,25
Urban,West Ericstad,28.52,6432849151942,25
Urban,West Ericstad,20.03,3276480043173,25
Urban,West Ericstad,32.99,6688341118130,25
Urban,West Ericstad,22.28,3135272644045,25
Urban,West Ericstad,10.12,8035850217034,25
Urban,West Ericstad,22.39,5770758245255,25
Urban,West Ericstad,5.75,3497133215697,25
Urban,West Ericstad,40.29,809503355163,25
Urban,West Ericstad,18.24,4602951691465,25
Urban,West Ericstad,23.27,2128083228895,25
Urban,West Ericstad,27.69,4567962930203,25
Urban,West Ericstad,29.05,7599450195358,25
Urban,West Ericstad,30.89,2464029094187,25
Urban,West Ericstad,7.76,8379003928607,25
Urban,West Ericstad,23.62,6209238468314,25
Urban,West Ericstad,43.98,6434938341937,25
Urban,West Ericstad,8.07,7506043971589,25
Urban,Royland,24.5,3620854074841,64
Urban,Royland,7.57,5815378003370,64
Urban,Royland,10.19,668201417968,64
Urban,Royland,25.4,9847755706013,64
Urban,Royland,27.92,3147266211478,64
Urban,Royland,24.56,9656712323480,64
Urban,Royland,30.41,7200099766471,64
Urban,Royland,42.52,7835417212110,64
Urban,Royland,38.28,3616647988532,64
Urban,Royland,15.14,4988285663911,64
Urban,Royland,44.33,5324586781265,64
Urban,Royland,11.24,4949540975576,64
Urban,Royland,7.09,5660295214299,64
Urban,Royland,14.68,1747288700619,64
Urban,Royland,22.89,5157860209922,64
Urban,Royland,4.1,9409233443225,64
Urban,Royland,4.89,8053338078311,64
Urban,Royland,13.02,186046534225,64
Urban,Royland,23.31,2832997992475,64
Urban,Royland,5.95,8419472819508,64
Urban,Royland,10.19,8898717814964,64
Urban,Royland,10.05,2956667449547,64
Urban,Royland,43.07,758051257033,64
Urban,Royland,36.22,2538030596845,64
Urban,Royland,8.32,5213108195867,64
Urban,Royland,40.39,338531895520,64
Urban,Royland,6.66,4292343513903,64
Urban,Royland,18.42,5578365228841,64
Urban,Royland,13.7,8505727203359,64
Urban,Royland,32.11,4548837819274,64
Urban,Erikaland,20.62,3294151034077,37
Urban,Erikaland,27.39,132013691958,37
Urban,Erikaland,36.52,2195945483563,37
Urban,Erikaland,25.22,4847173431127,37
Urban,Erikaland,12.44,2705086825803,37
Urban,Erikaland,22.72,5590425216650,37
Urban,Erikaland,4.07,6561682951720,37
Urban,Erikaland,14.13,9877186615998,37
Urban,Erikaland,39.58,6422633857150,37
Urban,Erikaland,34.05,5673820536254,37
Urban,Erikaland,26.25,4808796549026,37
Urban,Erikaland,35.89,1692275914503,37
Urban,Huntermouth,25.79,1880379662035,37
Urban,Huntermouth,39.12,928039410570,37
Urban,Huntermouth,7.05,1616522979657,37
Urban,Huntermouth,35.11,3005607850321,37
Urban,Huntermouth,36.77,7186624075617,37
Urban,Huntermouth,32.42,3393252517981,37
Urban,Huntermouth,30.49,9537564108817,37
Urban,Huntermouth,41.48,7802304472162,37
Urban,Huntermouth,31.43,4782856135575,37
Urban,Huntermouth,27.96,3030924771455,37
Urban,Huntermouth,28.58,314351998542,37
Urban,Huntermouth,15.05,1677081037622,37
Urban,Huntermouth,31.43,6660476793567,37
Urban,Huntermouth,10.89,1647274547856,37
Urban,Huntermouth,43.01,7580698306378,37
Urban,Huntermouth,15.31,1530050197997,37
Urban,Huntermouth,40.55,6750623726934,37
Urban,Huntermouth,28.74,654209897024,37
Urban,Huntermouth,25.83,961632121092,37
Urban,Huntermouth,29.88,8967623538278,37
Urban,Huntermouth,23.65,3496017787039,37
Urban,Huntermouth,42.36,2881099887400,37
Urban,Huntermouth,22.64,9536744918833,37
Urban,Huntermouth,30.31,6909760173471,37
Urban,Justinberg,14.65,9878231118211,39
Urban,Justinberg,8.83,1823094898600,39
Urban,Justinberg,17.03,8374760616644,39
Urban,Justinberg,36.06,929541725138,39
Urban,Justinberg,36.32,6771691925128,39
Urban,Justinberg,30.58,3503303797228,39
Urban,Justinberg,29.07,209654592347,39
Urban,Justinberg,37.89,5563129650174,39
Urban,Justinberg,5.81,9261156860363,39
Urban,Justinberg,22.43,5552741571929,39
Urban,Justinberg,24.34,1492818096457,39
Urban,Justinberg,38.3,1287829992528,39
Urban,Justinberg,16.58,1476443795435,39
Urban,Justinberg,27.1,1854545390206,39
Urban,Justinberg,36.27,7286435159398,39
Urban,Justinberg,31.07,2739645930677,39
Urban,Justinberg,18.99,3034613378260,39
Urban,Justinberg,28.76,6493602832935,39
Urban,Justinberg,18.74,6395645209944,39
Urban,Justinberg,40.87,8957673981865,39
Urban,Justinberg,7.68,1068654868178,39
Urban,Justinberg,31.31,9201627426971,39
Urban,Justinberg,8.83,1863373026072,39
Urban,Justinberg,19.38,3733963439606,39
Urban,Justinberg,10.18,3143508668222,39
Urban,Justinberg,7.75,8860058514407,39
Urban,Justinberg,14.4,1131855954787,39
Urban,Justinberg,28.41,3494883589054,39
Urban,Justinberg,38.79,1687190759049,39
Urban,Justinberg,24.41,3085648665283,39
Urban,South Evanton,42.5,9953662403430,11
Urban,South Evanton,43.61,9122502715686,11
Urban,South Evanton,17.83,2996657789222,11
Urban,South Evanton,22.86,7585355194527,11
Urban,South Evanton,30.87,5811915354455,11
Urban,South Evanton,27.78,9377577941892,11
Urban,South Evanton,25.94,3431712132166,11
Urban,South Evanton,26.84,1539243695029,11
Urban,South Evanton,36.31,2783523386780,11
Urban,South Evanton,15.06,8873328684410,11
Urban,South Evanton,34.21,5093964974376,11
Urban,South Evanton,30.36,5254904485721,11
Urban,South Evanton,44.41,2760303116294,11
Urban,South Evanton,37.03,4817994919104,11
Urban,South Evanton,15.94,2734317617023,11
Urban,South Evanton,19.53,8345652117075,11
Urban,South Evanton,7.69,9012605783098,11
Urban,South Evanton,6.58,8377194684593,11
Urban,South Evanton,39.99,9389412340616,11
Urban,South Evanton,42.99,4021951320296,11
Urban,South Evanton,23.48,4595712810673,11
Urban,South Evanton,5.16,314702567786,11
Urban,South Evanton,44.33,3933480252928,11
Urban,South Evanton,9.3,1037050050692,11
Urban,South Evanton,7.81,741939312160,11
Urban,South Evanton,34.55,3373258213100,11
Urban,South Evanton,34.03,3182588142048,11
Urban,South Evanton,5.62,1336030545631,11
Urban,South Evanton,16.96,9407700156319,11
Urban,South Evanton,38.21,56240519093,11
Urban,South Evanton,40.73,6529652825358,11
Urban,Lake Danielberg,9.63,9149328902854,19
Urban,Lake Danielberg,43.96,100023890906,19
Urban,Lake Danielberg,10.18,4714399161872,19
Urban,Lake Danielberg,34.82,2442272882270,19
Urban,Lake Danielberg,44.96,6319592522765,19
Urban,Lake Danielberg,17.39,4355535554709,19
Urban,Lake Danielberg,10.31,2464526787162,19
Urban,Lake Danielberg,28.53,9808251785117,19
Urban,Lake Danielberg,39.82,7889097267847,19
Urban,Lake Danielberg,20.07,8448605657090,19
Urban,Lake Danielberg,33.9,25082058503,19
Urban,Lake Danielberg,14.12,8573675679656,19
Urban,Lake Danielberg,25.98,1418324640212,19
Urban,Lake Danielberg,22.74,9524007172214,19
Urban,Lake Danielberg,10.62,9241723273680,19
Urban,Lake Danielberg,14.09,9568308937660,19
Urban,Lake Danielberg,19.97,554189360191,19
Urban,Lake Danielberg,24.14,7958893128864,19
Urban,Lake Danielberg,28.79,9792091934593,19
Urban,Lake Danielberg,24.49,859545474575,19
Urban,Lake Danielberg,9.25,8304102117881,19
Urban,Lake Danielberg,29.96,2331999439549,19
Urban,Lake Danielberg,44.77,904234510499,19
Urban,Lake Danielberg,30.31,3396701278037,19
Urban,Lake Danielberg,11.7,4874329095698,19
Urban,Lake Danielberg,41.45,5338695664074,19
Urban,East Kaylahaven,25.96,3662521920044,65
Urban,East Kaylahaven,23.18,57422927996,65
Urban,East Kaylahaven,9.67,2088463469235,65
Urban,East Kaylahaven,40.82,6342488049671,65
Urban,East Kaylahaven,10.03,8036811423686,65
Urban,East Kaylahaven,43.19,8671036380224,65
Urban,East Kaylahaven,35.79,8930600376156,65
Urban,East Kaylahaven,41.62,7157222598785,65
Urban,East Kaylahaven,33.72,1224917954969,65
Urban,East Kaylahaven,8.62,1953430308989,65
Urban,East Kaylahaven,9.81,2058424667529,65
Urban,East Kaylahaven,4.64,1908039054942,65
Urban,East Kaylahaven,24.37,5735199074888,65
Urban,East Kaylahaven,25.29,4840735033487,65
Urban,East Kaylahaven,5.56,4657638800265,65
Urban,East Kaylahaven,9.42,1468264328626,65
Urban,East Kaylahaven,15.94,1602386536198,65
Urban,East Kaylahaven,6.69,6071841295515,65
Urban,East Kaylahaven,36.89,2411253353023,65
Urban,East Kaylahaven,41.19,632034433617,65
Urban,East Kaylahaven,34.42,7999611361088,65
Urban,East Kaylahaven,23.45,3219972039261,65
Urban,East Kaylahaven,8.02,9778559091886,65
Urban,East Kaylahaven,38.13,2889304581969,65
Urban,East Kaylahaven,31.4,7430406748016,65
Urban,East Kaylahaven,4.75,9782978467542,65
Urban,East Kaylahaven,37.41,1759788940587,65
Urban,East Kaylahaven,32.21,6710058446869,65
Urban,East Kaylahaven,26.79,5038187912880,65
Urban,West Heidi,24.4,4908573010166,28
Urban,West Heidi,24.76,1820229390169,28
Urban,West Heidi,22.41,1711351640331,28
Urban,West Heidi,22.33,826311164930,28
Urban,West Heidi,30.84,8936556138183,28
Urban,West Heidi,5.65,2474790192418,28
Urban,West Heidi,37.75,3646773323549,28
Urban,West Heidi,24.32,426277253824,28
Urban,West Heidi,43.45,4654877028801,28
Urban,West Heidi,40.8,4274249900056,28
Urban,West Heidi,11.15,2264871572013,28
Urban,West Heidi,35.19,6998274661093,28
Urban,West Heidi,23.55,6478066239773,28
Urban,West Heidi,4.29,4315017466135,28
Urban,West Heidi,40.55,6257937027554,28
Urban,West Heidi,5.78,9107695766684,28
Urban,West Heidi,25.06,8916009392669,28
Urban,West Heidi,32.74,1746486459381,28
Urban,West Heidi,8.91,7617129474198,28
Urban,West Heidi,39.76,5522902563780,28
Urban,West Heidi,23.41,9786796535049,28
Urban,West Heidi,8.89,5408402630569,28
Urban,West Heidi,7.64,8966126701769,28
Urban,West Heidi,24.19,8798102589241,28
Urban,West Heidi,10.75,6571513080673,28
Urban,West Heidi,9.06,6618749143588,28
Urban,West Heidi,38.68,4818935872915,28
Urban,West Heidi,21.44,83498621902,28
Urban,Karenside,14.52,2652359361585,5
Urban,Karenside,41.93,4093612247143,5
Urban,Karenside,36.01,1322743709668,5
Urban,Karenside,13.13,3659608833762,5
Urban,Karenside,24.72,5326728612017,5
Urban,Karenside,36.96,7605140597934,5
Urban,Karenside,40.86,1757540646784,5
Urban,Karenside,7.65,473229767373,5
Urban,Karenside,22.64,2411622219363,5
Urban,Karenside,44.29,3269160721454,5
Urban,Karenside,39.32,3155939101247,5
Urban,Karenside,16.31,8818349412178,5
Urban,Karenside,39.41,4711188257853,5
Urban,Karenside,32.68,9194164542801,5
Urban,Karenside,25.58,6569017784661,5
Urban,Karenside,42.27,6771503242603,5
Urban,Karenside,9.39,4829062946394,5
Urban,Karenside,27.64,8058212392569,5
Urban,Karenside,37.62,1952933579896,5
Urban,Karenside,26.45,9293756968552,5
Urban,Karenside,31.89,5438262479794,5
Urban,Karenside,19.6,4716956966395,5
Urban,Karenside,25.21,9107960049863,5
Urban,Karenside,37.73,1873045802736,5
Urban,Karenside,11.6,2896161328712,5
Urban,Karenside,26.69,7728915318388,5
Urban,Karenside,19.19,1723489219600,5
Urban,Karenside,17.41,1217247793421,5
Urban,South Karenland,35.09,7995623208694,4
Urban,South Karenland,36.01,4015929454731,4
Urban,South Karenland,41.33,5688921852912,4
Urban,South Karenland,37.3,4104001937078,4
Urban,South Karenland,22.86,6728151431002,4
Urban,South Karenland,39.53,2861641294573,4
Urban,South Karenland,5.78,8890444520323,4
Urban,South Karenland,35.5,1482388219714,4
Urban,South Karenland,24.86,1307706550174,4
Urban,South Karenland,41.44,604857308441,4
Urban,South Karenland,31.64,9377347717139,4
Urban,South Karenland,33.24,3097268591514,4
Urban,South Karenland,37.58,7165967611782,4
Urban,South Karenland,23.26,556550826022,4
Urban,South Karenland,23.07,5759339375338,4
Urban,South Karenland,36.28,9219993138886,4
Urban,South Karenland,31.02,500482494804,4
Urban,South Karenland,4.87,2387922433429,4
Urban,South Karenland,44.44,3179946450655,4
Urban,South Karenland,22.44,7458610805424,4
Urban,South Karenland,39.59,9834070706163,4
Urban,South Karenland,19.77,7837163332630,4
Urban,South Karenland,24.71,8612310537569,4
Urban,South Karenland,8.56,7557919821071,4
Urban,South Karenland,7.44,3546758082082,4
Urban,South Karenland,12.34,9185788818366,4
Urban,South Karenland,24.16,3274616265567,4
Urban,South Karenland,19.69,2542833874680,4
Urban,South Karenland,6.62,9440452913212,4
Urban,South Karenland,22.54,906736207129,4
Urban,South Karenland,15.54,1305521187209,4
Urban,South Karenland,20.21,2903443186097,4
Urban,South Karenland,10.54,4511035891557,4
Urban,South Karenland,39.16,5488595025427,4
Urban,South Karenland,38.05,445163644058,4
Urban,South Karenland,35.61,8413974071006,4
Urban,South Karenland,19.57,7272197128628,4
Urban,South Karenland,36.71,7085374615497,4
Urban,West Gabriel,36.7,4103498186235,57
Urban,West Gabriel,13.38,7560918647139,57
Urban,West Gabriel,4.96,2694140247746,57
Urban,West Gabriel,25.97,6590477525761,57
Urban,West Gabriel,27.45,2827457582877,57
Urban,West Gabriel,31.82,4153068746970,57
Urban,West Gabriel,14.41,8736179372694,57
Urban,West Gabriel,8.44,6912411809711,57
Urban,West Gabriel,15.95,9297065011626,57
Urban,West Gabriel,23.69,4906123013063,57
Urban,West Gabriel,37.74,7635908923026,57
Urban,West Gabriel,10.86,8501534816997,57
Urban,West Gabriel,25.64,3458714190369,57
Urban,West Gabriel,8.67,425757573667,57
Urban,West Gabriel,6.8,1042280944345,57
Urban,West Gabriel,13.31,8629908298269,57
Urban,West Gabriel,11.71,3842429247256,57
Urban,West Gabriel,31.98,2986879445341,57
Urban,West Gabriel,40.17,9157930188085,57
Urban,West Gabriel,17.03,4385812494114,57
Urban,West Gabriel,5.58,8437986648490,57
Urban,West Gabriel,28.13,7467212471692,57
Urban,West Gabriel,27.57,4428773411209,57
Urban,North Markport,38.09,925012921771,22
Urban,North Markport,44.37,1628416621603,22
Urban,North Markport,29.41,3093467204446,22
Urban,North Markport,27.68,4556759119631,22
Urban,North Markport,20.09,4311213165551,22
Urban,North Markport,40.46,2567890241480,22
Urban,North Markport,38.02,8834525256657,22
Urban,North Markport,34.69,2742194758388,22
Urban,North Markport,16.46,2798292218088,22
Urban,North Markport,20.23,2580600321555,22
Urban,North Markport,19.8,1839021476247,22
Urban,North Markport,18.15,7268609489111,22
Urban,North Markport,28.93,1471664210200,22
Urban,North Markport,8.68,930356390428,22
Urban,Raymondhaven,16.98,6447701812060,11
Urban,Raymondhaven,25.76,8721024233275,11
Urban,Raymondhaven,5.7,3930029851451,11
Urban,Raymondhaven,13.86,8721051413299,11
Urban,Raymondhaven,4.24,294151163985,11
Urban,Raymondhaven,7.64,7311722757336,11
Urban,Raymondhaven,17.66,9257559713061,11
Urban,Raymondhaven,39.7,3251742665126,11
Urban,Raymondhaven,21.19,9473615555967,11
Urban,Raymondhaven,24.31,8960623511494,11
Urban,Raymondhaven,36.29,8959236448389,11
Urban,Raymondhaven,41.76,7325938233362,11
Urban,Raymondhaven,5.19,4175054279743,11
Urban,Raymondhaven,14.65,3912461075756,11
Urban,Raymondhaven,11.26,3122705988715,11
Urban,Raymondhaven,17.33,2830434127398,11
Urban,Raymondhaven,6.74,6814069660716,11
Urban,Raymondhaven,30.36,8733066774197,11
Urban,Raymondhaven,18.45,1811574736337,11
Urban,Raymondhaven,29.84,7628275458574,11
Urban,Raymondhaven,41.45,2893202480774,11
Urban,Raymondhaven,21.78,1853831474811,11
Urban,Raymondhaven,7.67,3677670833473,11
Urban,Raymondhaven,38.67,8352957849877,11
Urban,Raymondhaven,38.53,8658255136559,11
Urban,North Barbara,24.09,9275090570165,18
Urban,North Barbara,42.59,4971254409177,18
Urban,North Barbara,23.76,5550267040448,18
Urban,North Barbara,39.18,3503287273107,18
Urban,North Barbara,43.26,8973500869212,18
Urban,North Barbara,26.64,929433010137,18
Urban,North Barbara,4.05,5344060775757,18
Urban,North Barbara,26.54,4328278612005,18
Urban,North Barbara,16.89,5104120535581,18
Urban,North Barbara,25.06,9745705975659,18
Urban,North Barbara,10.94,355505295148,18
Urban,North Barbara,31.72,9786164746039,18
Urban,North Barbara,4.11,7676958819518,18
Urban,North Barbara,18.27,378378458823,18
Urban,North Barbara,28.89,3280924853266,18
Urban,North Barbara,29.15,96327208793,18
Urban,North Barbara,33.4,5616232989843,18
Urban,North Barbara,38.15,256007222475,18
Urban,North Barbara,6.12,5476938523655,18
Urban,North Barbara,6.68,2535408162930,18
Urban,North Barbara,11.54,5814426769909,18
Urban,North Barbara,25.84,3505169399905,18
Urban,Lake Scottton,25.02,3909343123179,58
Urban,Lake Scottton,18.77,405381774029,58
Urban,Lake Scottton,9.79,1827900502613,58
Urban,Lake Scottton,5.31,9668336101351,58
Urban,Lake Scottton,10.76,4201252290232,58
Urban,Lake Scottton,22.75,8382035977413,58
Urban,Lake Scottton,9.01,1289762706583,58
Urban,Lake Scottton,36.92,7043639906896,58
Urban,Lake Scottton,31.92,5706292854110,58
Urban,Lake Scottton,24.54,3770264244362,58
Urban,Lake Scottton,23.95,9483395581537,58
Urban,Lake Scottton,25.68,771160797894,58
Urban,Lake Scottton,31.31,9305780926672,58
Urban,Lake Scottton,22.03,2026817631440,58
Urban,Lake Scottton,21.81,294152016280,58
Urban,Lake Scottton,37.67,5487285317750,58
Urban,Lake Scottton,44.03,9052901892070,58
Urban,Lake Scottton,18.04,5616262558026,58
Urban,Lake Scottton,34.95,7928828679563,58
Urban,Lake Scottton,35.36,3706314280455,58
Urban,Lake Scottton,24.81,395502999618,58
Urban,Lake Scottton,9.43,8167805104097,58
Urban,Lake Scottton,43.2,3927212153065,58
Urban,Lake Scottton,4.36,5843811924401,58
Urban,West Josephberg,36.39,3322126516683,45
Urban,West Josephberg,12.91,102684585771,45
Urban,West Josephberg,4.42,8303790674379,45
Urban,West Josephberg,7.04,2507076269228,45
Urban,West Josephberg,41.49,2821329685338,45
Urban,West Josephberg,7.58,6142965001815,45
Urban,West Josephberg,11.1,3529532452493,45
Urban,West Josephberg,43.85,9654655899765,45
Urban,West Josephberg,42.53,6114371775734,45
Urban,West Josephberg,4.07,1348027294873,45
Urban,West Josephberg,10.04,6775774050400,45
Urban,West Josephberg,28.73,1732534308091,45
Urban,West Josephberg,9.71,4726129535990,45
Urban,West Josephberg,15.49,5118230200567,45
Urban,West Josephberg,36.7,8334271106867,45
Urban,West Josephberg,33.12,2335403933616,45
Urban,West Josephberg,9.54,8122518407125,45
Urban,West Josephberg,7.87,2300524346997,45
Urban,West Josephberg,40.08,5405559091854,45
Urban,West Josephberg,38.39,4397728070153,45
Urban,West Josephberg,6.13,2303866275192,45
Urban,West Josephberg,25.19,7575785795869,45
Urban,West Josephberg,18.65,6034780270685,45
Urban,West Josephberg,29.66,261961747605,45
Urban,West Josephberg,5.77,5094744587526,45
Urban,West Josephberg,38.28,4195600587627,45
Urban,Pattyland,8.57,4688888414629,59
Urban,Pattyland,32.03,2850242716720,59
Urban,Pattyland,44.03,1556659025684,59
Urban,Pattyland,19.99,8827777964944,59
Urban,Pattyland,14.06,5399011565161,59
Urban,Pattyland,7.06,5808457670013,59
Urban,Pattyland,24.39,7264853866807,59
Urban,Pattyland,28.66,2342400848379,59
Urban,Pattyland,13.01,9345291289088,59
Urban,Pattyland,42.11,9614950109785,59
Urban,Pattyland,28.81,115406526815,59
Urban,Pattyland,33.21,1325884456705,59
Urban,Pattyland,40.21,5825972555502,59
Urban,Pattyland,8.57,3074551600788,59
Urban,Pattyland,44.39,1723704076506,59
Urban,Pattyland,4.23,165884747714,59
Urban,Pattyland,18.17,9394782106762,59
Urban,Pattyland,4.55,6863691950115,59
Urban,Pattyland,41.04,3525500502870,59
Urban,Pattyland,28.65,6924230448040,59
Urban,Pattyland,17.85,1717518351904,59
Urban,South Michelleport,30.24,2343912425577,72
Urban,South Michelleport,33.12,813844006721,72
Urban,South Michelleport,23.77,4916160406018,72
Urban,South Michelleport,43.62,4663606096929,72
Urban,South Michelleport,41.62,2339775503972,72
Urban,South Michelleport,15.45,7465262064048,72
Urban,South Michelleport,37.93,1533269357947,72
Urban,South Michelleport,22.52,8522744579472,72
Urban,South Michelleport,27.7,5582884622172,72
Urban,South Michelleport,9.79,5529055605923,72
Urban,South Michelleport,10.68,3236914422707,72
Urban,South Michelleport,10.44,5684862759907,72
Urban,South Michelleport,21.98,5893808238950,72
Urban,South Michelleport,27.42,3754244416932,72
Urban,South Michelleport,4.47,289109337792,72
Urban,South Michelleport,25.58,6814776861505,72
Urban,South Michelleport,14.72,490532201639,72
Urban,South Michelleport,24.55,9789481999843,72
Urban,South Michelleport,28.84,8846086448082,72
Urban,South Michelleport,9.72,2088915921441,72
Urban,South Michelleport,37.34,7660983928505,72
Urban,South Michelleport,34.72,6387935611001,72
Urban,South Michelleport,30.16,3948526488391,72
Urban,South Michelleport,11.06,9979817442901,72
Urban,South Michelleport,28.03,3129314459254,72
Urban,South Michelleport,12.77,1407376692621,72
Urban,South Michelleport,25.1,7109079664625,72
Urban,South Michelleport,36.47,3394685136336,72
Urban,South Michelleport,39.9,6107070834017,72
Urban,South Michelleport,10.4,6475102182178,72
Urban,South Michelleport,27.89,355231301182,72
Urban,Christopherfurt,23.3,7819057680096,41
Urban,Christopherfurt,33.51,1901033209479,41
